name, molecular_weight, confidence (HHpred),pdb, selection, bu, uniprot, label, surface, compartment, comments, complexation, template, quality (modfold=monomers/voroMQA=complexes), offset, pcpalAxis, protein copy number, method, dsDNA-binding, function 
MG_186_MONOMER,27729.5,67.4648,4TQU, or :Q,AU,P47432,Oligosaccharide or polyol ABC transporter; substrate binding protein,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,protein transport/singaling
MG_187_MONOMER,66390.2,99.31623932,4TQU, or :S,AU,P47433,Oligosaccharide or polyol ABC transporter; ATP-binding protein,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",2.0,PDB-homolog,0,protein transport/singaling
MG_188_MONOMER,36642.3,94.4343465,4TQU, or :N,AU,P47434,Oligosaccharide or polyol ABC transporter; permease protein,TRUE,auto_root.mge,m,0.5,-,-1,"-7,-5,2","0,0,1",6.0,PDB-homolog,0,protein transport/singaling
MG_189_MONOMER,35050.7,95.18773585,4TQU, or :M,AU,P47435,Oligosaccharide or polyol ABC transporter; permease protein,TRUE,auto_root.mge,m,0.5,-,-1,"6,4,3","0,0,1",7.0,PDB-homolog,0,protein transport/singaling
MG_190_MONOMER,36226.7,99.68553459,3DEV, or :B,AU,P22746,phosphoesterase,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",20.0,PDB-homolog,0,metabolism
MG_191_MONOMER,156672,93.55955679,6RUT, or :F,AU,P20796,MgPa adhesin,TRUE,auto_root.mge,tm,0.0,-,-1,"46,-7,-70","0.6,-0.1,-0.79",17.0,PDB-homolog,0,cytokinesis/motility
MG_192_MONOMER,113331,75.68850902,6RUT, or :G,AU,P22747,P110 protein,TRUE,auto_root.mge,tm,0.0,-,-1,"-5,40,-79","-0.34,0.34,-0.88",15.0,PDB-homolog,0,cytokinesis/motility
MG_194_MONOMER,38609.1,99.70674487,4P72, or :C,AU,P47436,phenylalanyl-tRNA synthetase; alpha subunit,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",5.0,PDB-homolog,0,RNA synthesis/maturation
MG_195_MONOMER,91201.5,99.87593052,4P72, or :A,AU,P47437,phenylalanyl-tRNA synthetase; beta subunit,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,RNA synthesis/maturation
MG_196_MONOMER,20921.6,93.92265193,5ME0, or :Y,AU,P47438,translation initiation factor IF-3,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",188.0,PDB-homolog,0,translation
MG_197_MONOMER,6766,99.7,4YBB, or :C4,AU,P47439,ribosomal protein L35,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",99.0,PDB-homolog,0,translation
MG_198_MONOMER,14361.1,100.0,5XYM, or :Q,AU,P47440,ribosomal protein L20,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",105.0,PDB-homolog,0,translation
MG_199_MONOMER,26745.8,98.72340426,2D0B, or :A,AU,P47441,ribonuclease HIII; putative; frameshift,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",14.0,PDB-homolog,0,RNA synthesis/maturation
MG_200_MONOMER,68164.6,94.00998336,3LZ8, or :A,AU,P47442,DnaJ domain protein,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",47.0,PDB-homolog,0,protein folding/maturation
MG_201_MONOMER,24827.9,82.48847926,3A6M, or :B,AU,P47443,co-chaperone GrpE,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,protein folding/maturation
MG_202_MONOMER,13513,34.11885246,2MDV, or :B/0,AU,P47444,acyl-CoA binding protein,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",42.0,PDB-homolog,0,metabolism
MG_203_MONOMER,71383.1,99.68404423,4JUO, or :C,AU,P47445,DNA topoisomerase IV; B subunit,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",17.0,PDB-homolog,0,DNA replication/maintenance
MG_204_MONOMER,88140.2,89.62868118,1ZVU, or :A,AU,P47446,DNA topoisomerase IV; A subunit,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,DNA replication/maintenance
MG_205_MONOMER,39326.7,99.41690962,1STZ, or :C,AU,P47447,heat-inducible transcription repressor HrcA; putative,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,transcription
MG_206_MONOMER,68509.5,37.52093802,3C65, or :A,AU,P47448,excinuclease ABC; C subunit,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",7.0,PDB-homolog,0,DNA replication/maintenance
MG_207_MONOMER,19161.8,97.50718563,5W8M, or :F,AU,P47449,Ser/Thr protein phosphatase 2A,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",28.0,PDB-homolog,0,metabolism
MG_208_MONOMER,22535.1,97.95918367,2A6A, or :B,AU,P47450,glycoprotease,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,protein folding/maturation
MG_209_MONOMER,34996,98.7012987,1V9F, or :A,AU,P47451,23S rRNA pseudouridine synthase; U955; U2504; U2580,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",19.0,PDB-homolog,0,RNA synthesis/maturation
MG_210_MONOMER,20654.4,87.20552486,5DIR, or :A,AU,Q49401,prolipoprotein signal peptidase; signal peptidase II,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",29.0,PDB-homolog,0,protein folding/maturation
MG_211_MONOMER,17284.3,53.47278912,4UG1, or :A,AU,P47453,DivIVA domain,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",30.0,PDB-homolog,0,cytokinesis/motility
MG_212_MONOMER,30282.8,98.40895522,5KYM, or :A,AU,Q49402,1-acyl-sn-glycerol-3-phosphate acyltransferase; putative,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",52.0,PDB-homolog,0,metabolism
MG_213_MONOMER,54456.8,37.75414013,3W6J, or :A,AU,P47455,segregation and condensation protein A,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",31.0,PDB-homolog,0,cytokinesis/motility
MG_214_MONOMER,23343.3,88.4057971,4I98, or :B,AU,P47456,segregation and condensation protein B,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,cytokinesis/motility
MG_215_MONOMER,35454.6,99.07120743,1ZXX, or :A,AU,P47457,6-phosphofructokinase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",3.0,PDB-homolog,0,metabolism
MG_216_MONOMER,56774.7,98.42519685,1E0T, or :B,AU,P47458,pyruvate kinase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",3.0,PDB-homolog,0,metabolism
MG_217_MONOMER,44664.1,37.975,5IJO, or :Y,AU,P47459,P65 adhesin,,auto_root.mge,tc,0.0,-,-1,"0,0,0","0,0,1",16.0,PDB-homolog,0,cytokinesis/motility
MG_218_MONOMER,215880,63.07080332,3JBH, or :G,AU,P47460,high molecular weight cytadherence accessory protein 2,,auto_root.mge,tc,0.0,-,-1,"0,0,0","0,0,1",40.0,PDB-homolog,0,cytokinesis/motility
MG_219_MONOMER,16616.5,14.26621622,2W45, or :A,AU,P47461,,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",31.0,PDB-homolog,0,MG-specific
MG_220_MONOMER,9924,31.53225806,5TFY, or :N,AU,Q49403,membrane-bound protein,,auto_root,e,0.0,-,-1,"0,0,0","0,0,1",7.0,PDB-homolog,0,MG-specific
MG_221_MONOMER,16306.5,100.0,1N0E, or :G,AU,P47463,mraZ protein,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",4.0,PDB-homolog,0,cytokinesis/motility
MG_222_MONOMER,35122.9,100.0,3TKA, or :A,AU,P47464,S-adenosyl-methyltransferase MraW,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",147.0,PDB-homolog,0,RNA synthesis/maturation
MG_223_MONOMER,47823.6,100.0,4A2A, or :A,AU,P47465,cell division ring formation ,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",131.0,PDB-homolog,0,cytokinesis/motility
MG_224_MONOMER,41417.4,89.43089431,2VXY, or :A,1,P47466,cell division protein FtsZ,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,cytokinesis/motility
MG_225_MONOMER,54394,99.79550102,4DJK, or :A,AU,P47467,amino acid-polyamine-organocation (APC) permease,TRUE,auto_root.mge,m,0.5,-,-1,"1,0,-2","0,0,1",0.0,PDB-homolog,0,protein transport/singaling
MG_226_MONOMER,54148.3,100.0,4DJK, or :A,AU,P47468,amino acid-polyamine-organocation (APC) permease,TRUE,auto_root.mge,m,0.5,-,-1,"1,0,-2","0,0,1",1.0,PDB-homolog,0,protein transport/singaling
MG_227_MONOMER,32539.3,100.0,4DQ1, or :A,AU,P47469,thymidylate synthase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,metabolism
MG_228_MONOMER,18593.6,100.0,1ZDR, or :A,AU,P47470,dihydrofolate reductase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",2.0,PDB-homolog,0,metabolism
MG_229_MONOMER,38592.8,100.0,2BQ1, or :I,AU,P47471,ribonucleoside-diphosphate reductase; beta chain,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",14.0,PDB-homolog,0,metabolism
MG_230_MONOMER,17202.7,93.27712418,6EBQ, or :B,AU,P47472,ribonucleotide reductase stimulatory protein,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",68.0,PDB-homolog,0,metabolism
MG_231_MONOMER,82062.6,100.0,2BQ1, or :E,AU,P47473,ribonucleoside-diphosphate reductase; alpha chain,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,metabolism
MG_232_MONOMER,11605.9,98.0,4YBB, or :DS,AU,P47474,ribosomal protein L21,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",110.0,PDB-homolog,0,translation
MG_233_MONOMER,10785.5,96.96969697,4PEO, or :B,AU,P47475,widely conserved; ribosomal protein; putative,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",222.0,PDB-homolog,0,translation
MG_234_MONOMER,11572.3,92.30769231,5NGM, or :AU,AU,P47476,ribosomal protein L27,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",142.0,PDB-homolog,0,translation
MG_235_MONOMER,32205.1,96.90721649,4HNO, or :A,AU,P47477,apurinic endonuclease,,auto_root.mge,c,0.0,-,-1,"0,-8,18","-0.86,0.5,0.03",211.0,PDB-homolog,1,DNA replication/maintenance
MG_236_MONOMER,16520,99.28571429,5NBC, or :B,AU,P47478,ferric uptake repressor,,auto_root.mge,c,0.0,-,-1,"0,-26,21","0.15,0.1,0.98",204.0,PDB-homolog,1,transcription
MG_237_MONOMER,34572.1,100.0,1TD6, or :A,AU,P47479,transcriptional regulator; putative,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",4.0,PDB-homolog,0,transcription
MG_238_MONOMER,50744.7,99.0990991,1W26, or :B,AU,P47480,trigger factor,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",48.0,PDB-homolog,0,protein folding/maturation
MG_239_MONOMER,89615.3,66.79245283,3M6A, or :C,AU,P47481,ATP-dependent protease La,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,protein folding/maturation
MG_240_MONOMER,39658.7,53.08971429,4YBR, or :A,AU,P47482,nicotinamide-nucleotide adenylyltransferase/conserved hypothetical protein,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,metabolism
MG_241_MONOMER,71944.2,7.145806452,2XWU, or :B,BU1,P47483,membrane protein; 241/242 homologs,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,protein transport/singaling
MG_242_MONOMER,72744.8,4.745396825,5xam, or :A,AU,P47484,membrane protein; 241/242 homologs,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",4.0,PDB-homolog,0,protein transport/singaling
MG_243_MONOMER,25884.9,4.911504425,6C14, or :C,AU,P47485,conserved hypothetical protein; authentic frameshift,TRUE,auto_root.mge,m,0.0,-,-1,"1,4,17","0,0,1",28.0,PDB-homolog,0,uncharacterized
MG_244_MONOMER,81028.3,99.71550498,4C2T, or :A,AU,P47486,3-5' helicase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,DNA replication/maintenance
MG_245_MONOMER,19355.4,100.0,1SBQ, or :B,AU,P47487,5-formyltetrahydrofolate cyclo-ligase; putative,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",26.0,PDB-homolog,0,metabolism
MG_246_MONOMER,31409.2,99.28825623,1T71, or :A,AU,P47488,Ser/Thr protein phosphatase 2A,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",3.0,PDB-homolog,0,protein transport/singaling
MG_247_MONOMER,26185.4,97.07112971,5XJ5, or :A,AU,P47489,membrane protein; putative,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,metabolism
MG_248_MONOMER,25187.5,100.0,5HX2, or :F,AU,P47490,tRNA methyltransferase (m1A22),,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",15.0,PDB-homolog,0,RNA synthesis/maturation
MG_249_MONOMER,57103,75.05030181,5UAG, or :L,AU,P47491,RNA polymerase sigma factor RpoD,,auto_root.mge,c,0.5,-,-1,"27,14,3","0.46,-0.37,0.81",12.0,PDB-homolog,1,transcription
MG_250_MONOMER,70316.8,72.32289951,2AU3, or :A,1,P47492,DNA primase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",45.0,PDB-homolog,0,DNA replication/maintenance
MG_251_MONOMER,51364,99.10313901,1ATI, or :B,AU,P47493,glycyl-tRNA synthetase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,RNA synthesis/maturation
MG_252_MONOMER,26962.6,100.0,1GZ0, or :G,AU,P47494,23S rRNA methyltransferase; G2251,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,RNA synthesis/maturation
MG_253_MONOMER,48601.6,100.0,3TQO, or :A,AU,P47495,cysteinyl-tRNA synthetase,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",33.0,PDB-homolog,0,RNA synthesis/maturation
MG_254_MONOMER,75015.7,100.0,2OWO, or :A,AU,P47496,DNA ligase; NAD-dependent,,auto_root.mge,c,0.0,-,-1,"-1,10,1","-0.78,-0.37,0.51",40.0,PDB-homolog,1,DNA replication/maintenance
MG_255_MONOMER,41881.8,20.9339726,4PL0, or :A,AU,P47497,cell division protein,TRUE,auto_root.mge,m,0.0,-,-1,"-10,2,-37","0,0,1",26.0,PDB-homolog,0,cytokinesis/motility
MG_256_MONOMER,30043.7,22.546875,2Z73, or :A,AU,P47498,MG/MP only,TRUE,auto_root.mge,m,0.0,-,-1,"-10,2,-37","0,0,1",19.0,PDB-homolog,0,MG-specific
MG_257_MONOMER,10953.6,78.27216495,5ZET, or :2,AU,P47499,ribosomal protein L31,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",135.0,PDB-homolog,0,translation
MG_258_MONOMER,40621.4,99.44289694,5J3C, or :XY,AU,P47500,peptide chain release factor 1,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",232.0,PDB-homolog,0,translation
MG_259_MONOMER,51877.1,37.71929825,1K7J, or :A,AU,Q49404,modification methylase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,translation
MG_260_MONOMER,84000.1,100.0,4MFI, or :A,AU,P47502,lipoprotein; putative,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",17.0,PDB-homolog,0,protein transport/singaling
MG_261_MONOMER,99317.8,95.76659039,5fkw, or :A,AU,Q49405,DNA polymerase III; alpha subunit,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,DNA replication/maintenance
MG_262_MONOMER,33084.4,99.65635739,6C33, or :A,AU,Q49406,polI-like 5'-3' exonuclease; putative,,auto_root.mge,c,0.0,-,-1,"25,17,16","0.8,0.54,-0.27",24.0,PDB-homolog,1,DNA replication/maintenance
MG_263_MONOMER,32492.1,99.21340206,3DAO, or :B,AU,P47505,Cof-like hydrolase,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",8.0,PDB-homolog,0,metabolism
MG_264_MONOMER,22837.6,94.25555556,2F6R, or :A,AU,P47506,dephospho-CoA kinase,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",20.0,PDB-homolog,0,metabolism
MG_265_MONOMER,31863.8,100.0,1RKQ, or :A,AU,P47507,sugar phosphatase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,metabolism
MG_266_MONOMER,89612,99.87373737,5AH5, or :B,AU,P47508,leucyl-tRNA synthetase,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",58.0,PDB-homolog,0,RNA synthesis/maturation
MG_267_MONOMER,12874.4,89.22086957,4JKV, or :A,AU,P47509,acetyl transferase; putative,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",92.0,PDB-homolog,0,MG-specific
MG_268_MONOMER,26332.9,96.39473684,1ZM7, or :D,AU,P47510,deoxynucleoside kinase; putative,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",42.0,PDB-homolog,0,metabolism
MG_269_MONOMER,39662.1,69.39647059,1I84, or :S,AU,Q49407,,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",16.0,PDB-homolog,0,MG-specific
MG_270_MONOMER,38384.9,99.4047619,5IJ6, or :A,AU,P47512,lipoyltransferase/lipoate-protein ligase; putative,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",751.0,PDB-homolog,0,metabolism
MG_271_MONOMER,49932.7,98.24945295,4DNA, or :A,AU,P47513,dihydrolipoamide dehydrogenase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",631.0,PDB-homolog,0,metabolism
MG_272_MONOMER,41452.8,100.0,3DVA, or :I,AU,P47514,dihydrolipoamide acetyltransferase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",34.0,PDB-homolog,0,metabolism
MG_273_MONOMER,35839.3,99.38650307,1UMD, or :B,AU,P47515,pyruvate dehydrogenase component E1; beta subunit,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",101.0,PDB-homolog,0,metabolism
MG_274_MONOMER,40092.7,97.76536313,2BFD, or :A,AU,P47516,pyruvate dehydrogenase component E1; alpha subunit,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",100.0,PDB-homolog,0,metabolism
MG_275_MONOMER,52986.2,98.32635983,1NHP, or :A,AU,Q49408,NADH oxidase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,metabolism
MG_276_MONOMER,19976.3,99.345,5YW5, or :A,AU,P47518,adenine phosphoribosyltransferase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,metabolism
MG_277_MONOMER,107046,97.11340206,5mg3, or :D,AU,Q49409,Protein-export membrane protein secDF,TRUE,auto_root.mge,m,0.5,-,-1,"0,0,0","0,0,1",32.0,PDB-homolog,0,protein transport/singaling
MG_278_MONOMER,83394,99.44444444,5IQR, or :8,AU,P47520,GTP diphosphokinase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,metabolism
MG_279_MONOMER,24887.7,87.59174312,5JEQ, or :A,AU,P47521,,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",40.0,PDB-homolog,0,uncharacterized
MG_280_MONOMER,29566.4,57.6,5JEQ, or :A,AU,P47522,sensory rhodopsin II transducer motif,TRUE,auto_root.mge,m,0.0,-,-1,"-7,0,10","0,0,1",40.0,PDB-homolog,0,uncharacterized
MG_281_MONOMER,61977.3,71.94244604,4NZR, or :M,AU,P47523,protein M,TRUE,auto_root.mge,m,0.0,-,-1,"1,0,39","0,0,1",46.0,PDB-homolog,0,host cell interaction
MG_282_MONOMER,18162.5,98.13664596,1GRJ, or :A,AU,P47524,transcription elongation factor GreA,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",53.0,PDB-homolog,0,transcription
MG_283_MONOMER,55124.5,100.0,4WI1, or :A,AU,P47525,prolyl-tRNA synthetase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,RNA synthesis/maturation
MG_284_MONOMER,15019.1,37.63484848,2O8X, or :C,AU,P47526,,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",10.0,PDB-homolog,0,MG-specific
MG_285_MONOMER,39307.2,6.334870317,3ISY, or :A,AU,P47527,,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",15.0,PDB-homolog,0,MG-specific
MG_286_MONOMER,22927.3,10.15255102,3ZG1, or :B,AU,P47528,,,auto_root,e,0.0,-,-1,"0,0,0","0,0,1",30.0,PDB-homolog,0,MG-specific
MG_287_MONOMER,9643.3,99.1,4H2W, or :C,AU,P47529,acyl carrier protein,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",23.0,PDB-homolog,0,metabolism
MG_288_MONOMER,,15.21666667,4WIJ, or :B,AU,P47530,protein L,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,uncharacterized
MG_289_MONOMER,41327,93.47826087,2ONK, or :E,AU,Q49410,phosphonate ABC transporter; substrate binding protein (P37); putative,,auto_root.mge,e,0.5,-,-1,"0,0,0","0,0,1",32.0,PDB-homolog,0,protein transport/singaling
MG_290_MONOMER,27633.7,96.32653061,2ONK, or :A,AU,P47532,phosphonate ABC transporter; ATP-binding protein; putative,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,protein transport/singaling
MG_291_MONOMER,61772.4,49.62430939,2ONK, or :C,AU,P47533,phosphonate ABC transporter; permease protein (P69); putative,TRUE,auto_root.mge,m,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,protein transport/singaling
MG_292_MONOMER,102626,100.0,3WQY, or :A,AU,P47534,alanyl-tRNA synthetase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,RNA synthesis/maturation
MG_293_MONOMER,28540.2,99.59016393,3QVQ, or :B,AU,P47535,glycerophosphoryl diester phosphodiesterase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,metabolism
MG_294_MONOMER,50973.3,98.31223629,1PW4, or :A,AU,Q49411,major facilitator superfamily (MFS) protein,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",124.0,PDB-homolog,0,protein transport/singaling
MG_295_MONOMER,41329,100.0,2DER, or :A,AU,P47537,tRNA U34 sulfurtransferase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",35.0,PDB-homolog,0,RNA synthesis/maturation
MG_296_MONOMER,15317.5,100.0,2I15, or :A,AU,P47538,cell division/septation,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",7.0,PDB-homolog,0,cytokinesis/motility
MG_297_MONOMER,38673.1,97.39884393,2OG2, or :A,AU,P47539,signal recognition particle receptor,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",10.0,PDB-homolog,0,cytokinesis/motility
MG_298_MONOMER,110701,99.49307536,4AD8, or :A,1,P47540,chromosome segregation protein SMC,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",13.0,PDB-homolog,0,DNA replication/maintenance
MG_299_MONOMER,35096.5,99.6875,2AF4, or :C,AU,P47541,phosphate acetyltransferase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,metabolism
MG_300_MONOMER,44660.9,99.513382,1PHP, or :A,AU,P47542,phosphoglycerate kinase,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",92.0,PDB-homolog,0,metabolism
MG_301_MONOMER,37097.7,100.0,5LD5, or :C,AU,P47543,glyceraldehyde-3-phosphate dehydrogenase; type I,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",3.0,PDB-homolog,0,metabolism
MG_302_MONOMER,35736.5,86.75078864,5X3X, or :Q,AU,P47544,metal ion (cobalt) ABC transporter; permease protein; putative,TRUE,auto_root.mge,m,0.5,-,-1,"4,4,-17","0,0,1",3.0,PDB-homolog,0,protein transport/singaling
MG_303_MONOMER,40785.8,79.83193277,5X3X, or :A,BU1,P47545,metal ion (cobalt) ABC transporter; ATP-binding protein; putative,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",27.0,PDB-homolog,0,protein transport/singaling
MG_304_MONOMER,30708,99.62962963,5X3X, or :B,BU1,P47546,metal ion (cobalt) ABC transporter; ATP-binding protein; putative,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,protein transport/singaling
MG_305_MONOMER,64864.3,97.81512605,5TKY, or :A,AU,P47547,chaperone,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",29.0,PDB-homolog,0,protein folding/maturation
MG_306_MONOMER,44074.3,24.41832061,4kpp, or :A,AU,P47548,membrane protein; putative,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",14.0,PDB-homolog,0,protein transport/singaling
MG_307_MONOMER,130951,1.174766355,4JWO, or :A,AU,P47549,lipoprotein; putative,TRUE,auto_root.mge,m,0.0,-,-1,"-1,1,3","0,0,1",25.0,PDB-homolog,0,lipoprotein
MG_308_MONOMER,46872.8,84.87804878,5SUQ, or :A,AU,P52271,ATP-dependent RNA helicase,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",13.0,PDB-homolog,0,RNA synthesis/maturation
MG_309_MONOMER,137072,5.329469388,1qgk, or :A,AU,P47551,lipoprotein; putative,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",17.0,PDB-homolog,0,lipoprotein
MG_310_MONOMER,30374.9,98.13432836,5Z7X, or :A,AU,Q49412,hydrolase; Putative esterase/lipase 1,,auto_root,e,0.0,-,-1,"0,0,0","0,0,1",48.0,PDB-homolog,0,metabolism
MG_311_MONOMER,23760.5,98.53658537,4YBB, or :BD,AU,P47553,ribosomal protein S4,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",111.0,PDB-homolog,0,translation
MG_312_MONOMER,130345,3.911325724,4DCZ, or :B,AU,Q49413,high molecular weight cytadherence accessory protein 1,,auto_root.mge,tc,0.0,-,-1,"0,0,0","0,0,1",43.0,PDB-homolog,0,cytokinesis/motility
MG_313_MONOMER,32776.4,46.22299652,4HUQ, or :S,AU,Q49414,membrane protein; putative,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",19.0,PDB-homolog,0,cytokinesis/motility
MG_314_MONOMER,50573.3,27.92099323,6DVW, or :B,AU,Q49415,cytadherence ,TRUE,auto_root.mge,m,0.0,-,-1,"-7,16,-13","0,0,1",23.0,PDB-homolog,0,cytokinesis/motility
MG_315_MONOMER,33689.3,100.0,1JR3, or :D,AU,Q49416,DNA polymerase III; delta subunit; putative,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",7.0,PDB-homolog,0,DNA replication/maintenance
